# The parameters of TF are omega_0=0.3075, omega_b=0.0486, h=0.6774, ns=0.9667
#k       T_0
0.0079838  0.830727338188
0.0081451  0.826919655572
0.0083096  0.823052082847
0.0084775  0.819120987371
0.0086488  0.815127461261
0.0088235  0.811072586928
0.0090017  0.806955127997
0.0091836  0.80277157943
0.0093691  0.798525354809
0.0095583  0.794215257009
0.0097514  0.789837846696
0.0099484  0.78539424693
0.010149  0.780892266371
0.010354  0.776315045065
0.010564  0.771650487969
0.010777  0.766944042367
0.010995  0.76215249998
0.011217  0.757298959696
0.011443  0.752384326316
0.011675  0.747366323365
0.01191  0.742310843245
0.012151  0.737154316178
0.012397  0.731919425921
0.012647  0.726628365634
0.012902  0.721260866133
0.013163  0.715797109943
0.013429  0.710259263605
0.0137  0.704648401059
0.013977  0.698945093175
0.014259  0.693171251779
0.014547  0.687307791062
0.014841  0.681356362813
0.015141  0.675318734626
0.015447  0.669196816879
0.015759  0.662992691014
0.016077  0.656708638513
0.016402  0.650327600396
0.016734  0.643852744057
0.017072  0.637306846966
0.017416  0.630693300337
0.017768  0.62397782221
0.018127  0.617184273659
0.018493  0.610317623714
0.018867  0.603364752374
0.019248  0.596350327226
0.019637  0.589262454804
0.020034  0.582108366758
0.020438  0.57491341641
0.020851  0.567650011562
0.021272  0.560344439851
0.021702  0.552988364652
0.022141  0.545591423352
0.022588  0.538179889673
0.023044  0.530746686676
0.02351  0.523285870302
0.023985  0.515823750685
0.024469  0.508370015857
0.024964  0.500904239251
0.025468  0.493466635429
0.025982  0.486051600479
0.026507  0.478654369794
0.027043  0.471284573933
0.027589  0.463964485038
0.028146  0.456688568437
0.028715  0.449451982625
0.029295  0.442274960001
0.029887  0.435151914866
0.03049  0.428100944872
0.031106  0.42110451148
0.031735  0.414168750232
0.032376  0.407309623195
0.03303  0.40052069253
0.033697  0.393806064603
0.034378  0.387159629781
0.035072  0.380594527171
0.035781  0.374095108795
0.036504  0.367673736322
0.037241  0.361332694483
0.037993  0.355065644599
0.038761  0.348866905144
0.039544  0.342746802145
0.040343  0.336699405341
0.041158  0.33072663924
0.041989  0.324830117573
0.042838  0.318997657387
0.043703  0.313244729113
0.044586  0.307559492282
0.045486  0.301949930255
0.046405  0.296405186033
0.047343  0.290927229204
0.048299  0.285523351547
0.049275  0.280183763933
0.05027  0.274915523256
0.051286  0.269709675353
0.052322  0.264573033095
0.053379  0.259502121966
0.054457  0.254498473785
0.055557  0.249559014692
0.05668  0.244681071676
0.057825  0.239870604133
0.058993  0.235124829978
0.060184  0.230445189056
0.0614  0.225825466266
0.062641  0.221267490051
0.063906  0.216776370824
0.065197  0.212346433029
0.066514  0.20797926342
0.067858  0.203673101536
0.069229  0.199429469734
0.070627  0.195249693417
0.072054  0.191129236277
0.07351  0.187069646941
0.074994  0.183074916274
0.076509  0.179138263932
0.078055  0.175261206235
0.079632  0.171445055036
0.081241  0.167688635617
0.082882  0.163993127471
0.084556  0.160357389663
0.086264  0.156780409914
0.088007  0.153261291109
0.089785  0.149801149234
0.091598  0.14640091305
0.093449  0.143056013954
0.095337  0.139769333979
0.097263  0.136540019068
0.099227  0.133368874704
0.10123  0.13025501081
0.10328  0.12718732955
0.10536  0.124191662594
0.10749  0.121239672308
0.10966  0.118346344433
0.11188  0.115499267476
0.11414  0.112712021385
0.11644  0.109984474976
0.1188  0.107294034583
0.1212  0.104664455567
0.12365  0.102084895622
0.12614  0.0995658858876
0.12869  0.0970876618151
0.13129  0.0946608558998
0.13394  0.0922856435996
0.13665  0.0899536437174
0.13941  0.0876738992988
0.14223  0.0854384361525
0.1451  0.0832553447318
0.14803  0.0811170513129
0.15102  0.0790239279469
0.15407  0.0769762117223
0.15718  0.0749740152876
0.16036  0.0730112938102
0.1636  0.071094485505
0.1669  0.0692233594069
0.17028  0.0673869622454
0.17371  0.0656015239543
0.17722  0.063851243825
0.1808  0.0621414822303
0.18446  0.06046770435
0.18818  0.0588388977753
0.19198  0.0572460511641
0.19586  0.0556893790006
0.19982  0.0541689852095
0.20386  0.0526848725374
0.20797  0.0512403889323
0.21218  0.0498250491936
0.21646  0.048448916987
0.22083  0.0471052318692
0.2253  0.0457911381354
0.22985  0.0445124433844
0.23449  0.0432659947157
0.23923  0.0420490650988
0.24406  0.0408641065404
0.24899  0.0397084760252
0.25402  0.0385820792211
0.25915  0.0374847518806
0.26439  0.036414270544
0.26973  0.0353725284585
0.27518  0.0343573608237
0.28074  0.0333686269366
0.28641  0.0324061265863
0.29219  0.031469606445
0.2981  0.0305557449106
0.30412  0.0296674975843
0.31026  0.0288030924494
0.31653  0.0279609798594
0.32292  0.0271423116136
0.32945  0.0263443739666
0.3361  0.0255694149864
0.34289  0.0248148614041
0.34982  0.0240805897982
0.35689  0.0233664298584
0.36409  0.0226731097538
0.37145  0.021997560405
0.37895  0.0213414673307
0.38661  0.0207028882278
0.39442  0.0200824901555
0.40239  0.0194792748843
0.41052  0.0188930613625
0.41881  0.0183236361312
0.42727  0.0177701188601
0.4359  0.0172323343096
0.44471  0.0167094985553
0.45369  0.0162020154397
0.46286  0.0157085780659
0.47221  0.0152295616124
0.48174  0.0147647393254
0.49148  0.0143125058211
0.50141  0.0138736566721
0.51153  0.0134479678401
0.52187  0.0130340267501
0.53241  0.0126324914151
0.54317  0.012242433362
0.55414  0.0118640563793
0.56533  0.0114968369147
0.57675  0.0111402994966
0.5884  0.0107943012937
0.60029  0.0104584057532
0.61242  0.0101324765629
0.62479  0.00981636018641
0.63741  0.00950965127962
0.65029  0.00921197840986
0.66342  0.00892342907132
0.67683  0.0086432185473
0.6905  0.00837164124081
0.70445  0.00810816166938
0.71868  0.00785265814737
0.7332  0.00760482986496
0.74801  0.00736455628329
0.76312  0.00713155501183
0.77854  0.00690556371219
0.79426  0.0066866096186
0.81031  0.00647416603706
0.82668  0.00626826653831
0.84338  0.00606867573834
0.86041  0.00587528409382
0.8778  0.00568765814079
0.89553  0.0055059199493
0.91362  0.00532976150999
0.93208  0.00515899696558
0.95091  0.00499353647136
0.97011  0.00483328239005
0.98971  0.00467789874936
1.0097  0.00452738423406
1.0301  0.00438150583022
1.0509  0.00424025153221
1.0721  0.00410352648221
1.0938  0.00397063444386
1.1159  0.00384212919924
1.1384  0.00371790010964
1.1614  0.00359732384624
1.1849  0.00348036412861
1.2088  0.00336743659077
1.2333  0.00325754513446
1.2582  0.00315153110769
1.2836  0.00304887381228
1.3095  0.00294950817305
1.336  0.00285301042158
1.363  0.00275969918714
1.3905  0.00266949692163
1.4186  0.00258202100447
1.4472  0.00249752493679
1.4765  0.0024153786046
1.5063  0.00233609980649
1.5367  0.00225935424522
1.5678  0.00218485856264
1.5994  0.00211303838803
1.6318  0.00204317242972
1.6647  0.0019758658623
1.6984  0.00191045893448
1.7327  0.00184730726182
1.7677  0.00178617587252
1.8034  0.0017270260219
1.8398  0.00166981643748
1.877  0.00161435857961
1.9149  0.00156076757185
1.9536  0.00150886533583
1.993  0.00145874758549
2.0333  0.00141012934823
2.0744  0.00136310814954
2.1163  0.00131764904671
2.159  0.00127371559927
2.2026  0.00123117517561
2.2471  0.00119000400335
2.2925  0.00115017615208
2.3388  0.00111166388461
2.3861  0.00107436118671
2.4343  0.00103832239445
